tt0110175	Jacob	1994	Action,Biography,Crime,Drama,History	en	91	"In the foreign land of Canaan lives Isaac, son of Abraham, with his clever, strong-willed wife Rebekah and his twin sons Esau and Jacob. The first-born, Esau, is a strong and fearless hunter with a voracious appetite for sensual pleasures. Jacob is a shepherd, more tender and compassionate han Esau. Just as Esau is the pride of his father, so is Jacob the apple of his mother's eye. Rebekah is convinced that Jacob, though the second born son, is the chosen one and the rightful heir of Isaac and Abraham. And she tells him that when she was with child, God announced to her: ""Two nations are within thy womb. Two manner of men shall be delivered to you. The one shall be stronger than the other and the elder shall serve the younger"". One day Esau returns from a hunt to find Jacob preparing a lentil porridge. Famished, he asks Jacob for some food. Jacob agrees, but on one condition: that Esau sell him his birthright. Since Esau ascribes little value to its meaning, he readily agrees and they conclude the pact. Time has passed. Isaac has grown old and nearly blind. It is time to pass on his paternal blessing to the firstborn. He asks Esau to hunt and prepare some game for him, after which he will give him his blessing. Rebekah knows she must act now. Cornering Jacob, she pressures him into deceiving Isaac so that he obtains the blessing instead of Esau. Jacob resists, but when Rebekah vows to take the blame for this ploy, he finally consents. And thus does Jacob trick his father. When Esau returns from the hunt and appears before his father, he explodes in anger when he learns of the scheme. Having obtained only a lesser blessing from Isaac, he vows to kill Jacob as soon as his father passes away. Isaac, following Rebekah's suggestion, advises Jacob to flee to Harran, to the home of Laban - Rebekah's brother, and to ask him to marry one of his daughters. Laden with gold, silver, skins, spices and oils, Jacob sadly leaves his home and his loved ones. Soon, however, he realizes that he is being followed: a Canaanite, one of Esau's brothers-in-law, robs him of the treasure that was to be his dowry. One night, as he is asleep, Jacob has a vision of a stairway with oscar-like figures on it. During this vision God promises him protection and prosperity. The next morning, Jacob swears to remain faithful and devoted to God. After an arduous journey, Jacob arrives in Harran. Haggard and drained of his strength, he immediately forgets his fatigue when he sees a pretty young girl at the fountain. The girl is Rachel, the youngest daughter of his uncle Laban. And Jacob falls head over heels in love with her. Though Laban greets his nephew heartily, he cannot conceal his disappointment that Jacob has arrived without any gifts. Laban's two sons, Morash and Be'or, are less delighted by Jacob's arrival. Jacob soon asks Laban to let him marry Rachel, and he even accepts Laban's rigorous conditions: that Jacob become his indentured servant for a full seven years. Jacob proves to be a singularly successful herdsman and contributes mightily to the welfare of Laban's people. Thus after seven years, Laban is unwilling to let him leave and devises a cunning scheme... When Jacob awakens on the morning following the consummation of his marriage with Rachel, he is horrified to discover that he has slept with Rachel's older sister Leah instead. Laban forced Leah to take her sister's place in the dark tent. As Jacob rages, Laban claims that according to the law of the land, a father must marry off his older daughter first. He is willing, however, to make Jacob another offer: for another seven years in his service, he can take Rachel as his wife in one week's time. And again, Laban and his people enjoy seven more years of rich harvests and expanding flocks, all thanks to Jacob's superior abilities. But while the unloved Leah bears Jacob many children, Rachel, his one and only love, remains barren for many years, until Joseph finally sees the light of day. After his second period of indenture is over, Jacob strikes another deal with Laban, whereby he is allowed to assemble his own herd. His prosperity soon sparks the envy of Laban's sons Morash and Be'or, who accuse Jacob of deceiving them and of stealing their property. Jacob decides it is time to move back to Canaan, and flees with his wives, children and servants. As soon as Laban hears about their escape, he rounds up his sons and his men and gives chase. He finally meets up with Jacob on Mount Gilead. But before he can reach Jacob, God appears to Laban and warns him not to harm Jacob or his people. Jacob's most grueling ordeal, however, still awaits him: his meeting with his brother Esau. Fearing that Esau still intends to kill him, Jacob sends messengers with gifts to his brother to announce his coming. The messengers return sooner than expected, reporting that Esau is already on his way to meet him - with 400 armed men. Jacob sets up camp on the banks of the river Jabbok. That night, while his people await Esau with fear and trembling, Jacob withdraws to collect himself on the other side of the river. There Jacob is attacked by a mysterious being whom he cannot identify. It is an oscar. As the struggle intensifies and the oscar realizes that he cannot subdue Jacob, he strikes him fiercely on the hip. But Jacob, who gradually realizes who his adversary is, continues to grapple with him and refuses to relinquish his hold until the oscar has blessed him. Ultimately the oscar yields and gives Jacob the blessing together with the new name of ""Israel"". He thus confirms Jacob's right to the blessing which he originally obtained by deceit. The following morning, as Esau's army approaches, Jacob gathers his people behind him and awaits his brother. As Esau arrives at the head of his troops, Jacob humbly throws himself at his brother's feet. Esau breaks the tension by coming towards Jacob with open arms and welcoming him home. Reconciling their past differences, Jacob and Esau embrace."	NULL
tt3043386	Scooby-Doo! Adventures: The Mystery Map	2013	Action,Adventure,Comedy,Family,Fantasy,Mystery	en	NULL	Scooby-Doo and the gang find a treasure map in a pizza and set out to find the treasure of Gnarlybeard the Pirate, encountering Gnarlybeard, the Phantom Parrot, a spooky lighthouse keeper, and a suspicious archaeologist along the way.	NULL
tt0087803	1984	1984	Action,Drama,Romance,Sci-Fi,Thriller	en	113	Longing for freedom, the lowly bureaucrat of the Ministry of Truth, Winston Smith, summons up the courage to write down his unspoken desires in his little secret diary. Serving silently at the pleasure of the grim, autocratic hyper-state of Oceania, Smith knows that the English Socialist Party's supreme leader, the omnipotent Big Brother, watches his every move, condemning the already terrified people into a life of slavery. Under those dire circumstances--as the totalitarian government's suffocating stranglehold tightens more and more--Julia, another equally seditious party member, crosses paths with Winston, and a dangerous clandestine affair begins. Now, there's no turning back, and, sooner or later, the illicit couple will have to pay for its hideous crimes against the dictatorial state. What makes a good citizen?	NULL
tt6317180	Radium Girls	2018	Drama,History	en	102	In the 1920s a group of factory workers advocate for safer work conditions after some of their colleagues become ill from radium exposure.	NULL
tt1934458	Under the Bed	2012	Action,Drama,Horror	en	87	Two brothers team-up to battle a creature under the bed.	R
tt0087197	Electric Dreams	1984	Action,Comedy,Drama,Music,Romance,Sci-Fi	en	95	Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled down on him. Things start getting out of hand when both Miles and Edgar, how the computer calls himself, fall in love with Madeline, an attractive neighbour.	NULL
tt2058673	Point Break	2015	Action,Adventure,Crime,Sport,Thriller	en	114	A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists. Deep undercover, and with his life in danger, he strives to prove these athletes are the architects of the mind-boggling crimes that are devastating the world's financial markets.	PG-13
tt0414924	Cross Bronx	2004	Drama	en	99	4 New York City highschoolers upon moving into the Bronx together, discover it's not easy doing it on your own	NULL
tt15144526	VALLDAURA: A Quarantine Cabin	2022	Action,Documentary	es	79	A group of young architects are confined in the middle of Barcelona's forest during the COVID crisis, living out the problems of self-sufficiency. Behind a wall of trees, the possibilities are endless.	NULL
tt0086931	Bride's Revenge	1985	Action,Drama,Thriller	es	95	A sheriff covers up a man's murder in a small island occupied by two sisters. A local thug starts sexually assaulting one of the sisters, despite having a loving girlfriend, which triggers a violent sequence of events.	NULL
